entity_id_a,entity_id_b,name_a,name_b,bn_root_a,bn_root_b,province_a,province_b,total_flow_a,total_flow_b,edit_type,name_similarity_score
307605,316889,THE CONVENTION OF ATLANTIC BAPTIST CHURCHES,Convention of Atlantic Baptist Churches,117276228,110276228,NB,NB,853251.0,199204.0,substitution,100.0
309219,346461,VMM,VMM,890618798,890818798,,,994257.0,57000.0,substitution,100.0
306717,379868,United Church of Canada Mission & Service Fund,UNITED CHURCH OF CANADA- MISSION & SERVICE FUND,108102453,108102483,,ON,1011094.0,28118.0,substitution,100.0
306717,365324,United Church of Canada Mission & Service Fund,United Church of Canada Mission & Service,108102453,108102456,,ON,1011094.0,23315.0,substitution,93.5
306717,309291,United Church of Canada Mission & Service Fund,"""Mission & Service Fund United Church of Canada""",108102453,108102450,,ON,1011094.0,8562.0,substitution,100.0
10031,404288,BELIEVER'S BOOKSHELF CANADA INC.,Believer's Bookshelf Canada,118802529,418802529,ON,QC,901530.0,114850.0,substitution,100.0
76038,328577,PIA BOUMAN SCHOOL FOR BALLET AND CREATIVE MOVEMENT,Pai Bouman School for Ballet & Creative Movement,893008375,893003375,ON,,1011200.0,2500.0,substitution,97.8
306717,314900,United Church of Canada Mission & Service Fund,United Church of Canada Mission & Service,108102453,168102453,,ON,1011094.0,2357.0,substitution,93.5
75189,421818,CANADIAN ASSOCIATION OF LUTHERAN CONGREGATIONS/L'ASSOCIATIONCANADIENNE DES CONGRÉGATIONS LUTHÉRIENNES,Canadian Association of Lutheran Congregations,892527169,892527189,MB,BC,1001756.0,10150.0,substitution,100.0
75189,420973,CANADIAN ASSOCIATION OF LUTHERAN CONGREGATIONS/L'ASSOCIATIONCANADIENNE DES CONGRÉGATIONS LUTHÉRIENNES,CANADIAN ASSOC. OF LUTHERAN CONGREGATIONA,892527169,192527169,MB,BC,1001756.0,9090.0,substitution,96.8
307135,312456,ARTHRITIS SOCIETY,Arthritis Society,108071670,108071677,ON,,120810.0,890020.0,substitution,100.0
309119,361506,Multiple Sclerosis Society of Canada,Multiple Sclerosis Society of Canada,107746224,107146224,SK,SK,1010018.0,235.0,substitution,100.0
141656,274380,Systèmes Opsun inc.,OPSUN SYSTEMS INC./SYSTEMES OPSUN INC.,850811149,850811449,QC,QC,595000.0,415000.0,substitution,100.0
75189,382700,CANADIAN ASSOCIATION OF LUTHERAN CONGREGATIONS/L'ASSOCIATIONCANADIENNE DES CONGRÉGATIONS LUTHÉRIENNES,CANADIAN ASSOCIATION OF LUTHERAN CONGREGATIONS,892527169,892527168,MB,BC,1001756.0,8000.0,substitution,100.0
54363,344761,THE CANADIAN CATHOLIC SCHOOL TRUSTEE CHARITABLE FOUNDATION,Canadian Catholic School Trustee Charitable Foundation,862235769,862238769,AB,ON,1005654.0,504.0,substitution,100.0
75189,366339,CANADIAN ASSOCIATION OF LUTHERAN CONGREGATIONS/L'ASSOCIATIONCANADIENNE DES CONGRÉGATIONS LUTHÉRIENNES,Canadian Association of Lutheran Congregations,892527169,089252716,MB,BC,1001756.0,3000.0,insertion_deletion,100.0
310087,414873,Weizmann Canada,Weizmann Canada,130930922,013093092,,QC,984514.0,20000.0,insertion_deletion,100.0
75189,389464,CANADIAN ASSOCIATION OF LUTHERAN CONGREGATIONS/L'ASSOCIATIONCANADIENNE DES CONGRÉGATIONS LUTHÉRIENNES,Canadian Association Lutherm Congregating,892527169,992527169,MB,BC,1001756.0,1000.0,substitution,90.0
309219,331390,VMM,Vmm,890618798,890618792,,ON,994257.0,4240.0,substitution,100.0
48030,361917,Christian Science National Benevolence Fund,Christian Science National Benevolene Fund,843987900,843989900,BC,ON,990366.0,5000.0,substitution,98.8
69636,333587,WORLD COMPASSION SOCIETY,World Compassion,890013394,890613394,BC,AB,985507.0,2635.0,substitution,100.0
83261,402569,FUTURE HOPE INC.,FUTURE HOPE/NEXT STEP PROGRAM,846601300,846601305,MB,MB,985456.0,1350.0,substitution,100.0
104035,353382,Easter Seals Canada,EASTER SEALS CANADA,120931118,129931118,ON,,967522.0,17611.0,substitution,100.0
40960,345702,Canadian Global Response,Canadian Global Response,814030318,814030319,ON,AB,969438.0,13195.0,substitution,100.0
16016,383335,KOLLEL TOLDOS YAKOV YOSEF,KOLEL TOLDOS YAAKOV YOSEF,118986843,118988843,QC,QC,979903.0,250.0,substitution,96.0
288446,410536,Alzheimer Society of Canada,Alzheimer Society of Canada,118784425,118784125,ON,ON,870333.0,109297.0,substitution,100.0
66980,403663,LIVING WATERS CAMP,LIVING WATERS CAMP,888678042,388678042,SK,AK,945202.0,1610.0,substitution,100.0
308351,311558,RONALD MCDONALD HOUSE,Ronald McDonald House,118526310,011852631,,ON,904480.0,41099.0,insertion_deletion,100.0
307964,316926,UNITED CHURCH MISSION SERVICE,UNITED CHURCH OF CAN. MISSION & SERVICE,008102435,018102435,,ON,806737.0,137574.0,substitution,93.5
71350,350916,KIDS' WORLD OUTREACH SOCIETY,KID'S WORLD OUTREACH SOCIETY,890734148,790734148,AB,AB,922677.0,6816.0,substitution,92.3
312456,340768,Arthritis Society,ARTHRITIS SOCIETY,108071677,108071617,,ON,890020.0,30326.0,substitution,100.0
309299,323181,PRESBYTERIAN CHURCH OF CANADA,PRESBYTERIAN CHURCH IN CANADA,107856614,107856617,ON,ON,625103.0,293204.0,substitution,94.5
26297,327307,SOCIETE DE SAINT-VINCENT-DE-PAUL CONSEIL PROVINCIAL DU QUEBEC,CONSEIL PROVINCIAL SOCIÉTÉ SAINT VINCENT DE PAUL,120795307,120795304,QC,QC,911146.0,600.0,substitution,91.4
307055,312434,United Church of Canada - Mission & Services,UNITED CHURCH OF CANADA MISSION - SERVICE,118102425,118102435,ON,ON,819970.0,86498.0,substitution,98.6
30417,382690,YARMOUTH FOOD BANK SOCIETY,Yarmouth Food Bank,131499147,131498147,NS,NE,906133.0,0.0,substitution,100.0
339131,354293,Canadian Tire Jump Start.,CANADIAN TIRE JUMPSTART,013792945,137929457,ON,ON,1000.0,900000.0,insertion_deletion,97.9
320076,354293,Canadian Tire - Jump Start,CANADIAN TIRE JUMPSTART,137929450,137929457,ON,ON,500.0,900000.0,substitution,97.9
35297,332225,BAIS BRUCHA,Bals Brucha,139414189,138414189,ON,ON,896181.0,1000.0,substitution,90.9
7864,333868,VOLUNTEER CENTRE OF CHARLOTTE COUNTY INC.,Charlotte County Volunteer Centre,108042409,108642409,NB,NB,894521.0,750.0,substitution,100.0
7864,372030,VOLUNTEER CENTRE OF CHARLOTTE COUNTY INC.,CHARLOTTE COUNTY VOLUNTEER CENTRE,108042409,108042407,NB,NB,894521.0,750.0,substitution,100.0
312456,348676,Arthritis Society,The Arthritis Society,108071677,010807167,,ON,890020.0,3269.0,insertion_deletion,100.0
312456,392679,Arthritis Society,Arthritis Society,108071677,108071674,,,890020.0,632.0,substitution,100.0
312456,401568,Arthritis Society,THE ARTHRITIS SOCIETY,108071677,110807167,,SK,890020.0,58.0,insertion_deletion,100.0
129827,339315,The Corporation of the Municipality of South Bruce,Municipality of South Bruce,868829938,068829938,ON,ON,881049.0,7400.0,substitution,100.0
129827,339499,The Corporation of the Municipality of South Bruce,Municipality of South Bruce,868829938,868829937,ON,,881049.0,5406.0,substitution,100.0
129827,370285,The Corporation of the Municipality of South Bruce,Municipality of South Bruce,868829938,688299380,ON,ON,881049.0,4497.0,insertion_deletion,100.0
307055,312446,United Church of Canada - Mission & Services,United Church of Canada - Mission & Service,118102425,108102425,ON,ON,819970.0,54933.0,substitution,98.6
118418,413207,Municipal District of Greenview,Municipal District of Greenview #16,136866761,036866761,AB,AB,872411.0,500.0,substitution,94.9
104786,244203,NEW MALWA EXPRESS INC.,New Malwa Express Inc.,880674471,820674471,ON,ON,837881.0,25000.0,substitution,100.0
146301,286609,1163458 Alberta Ltd,1163458 Alberta Ltd.,840542674,850542674,AB,AB,586100.0,266996.0,substitution,100.0
22998,376345,THE COMOX VALLEY THERAPEUTIC RIDING SOCIETY,COMEX VALLEY THERAPEUTIC RIDING SOCIETY,119228070,119228870,BC,BC,835073.0,350.0,substitution,96.8
83858,327325,Arts and Culture Centre of Sussex Inc.,AX THE ARTS AND CULTURE CENTRE OF SUSSEX,796294528,796264528,NB,NB,816373.0,18716.0,substitution,94.5
70237,313106,THE EVANGELICAL FREE CHURCH OF CANADA - CANADIAN PACIFIC DISTRICT,Canadian Pacific District Evangelical Free Church,890265531,390265531,BC,,802355.0,28800.0,substitution,93.3
70749,352097,BIBLICAL MINISTRIES WORLDWIDE OF CANADA,BIBLICAL MINISTRIES WORLDWIDE OF CANADA,890499742,890449742,ON,NB,806040.0,22900.0,substitution,100.0
70749,310321,BIBLICAL MINISTRIES WORLDWIDE OF CANADA,Biblical Ministries Worldwide of Canada,890499742,870499742,ON,NB,806040.0,13000.0,substitution,100.0
77277,327551,L'Équipe Entreprise,ÉQUIPE ENTREPRISE (L'),894248483,894248493,QC,,815404.0,3609.0,substitution,100.0
51795,337466,Image,Image,856366463,853366463,ON,BC,768026.0,40300.0,substitution,100.0
67,324593,L'ATELIER R.A.D.O. INC.,Atelier R.A.D.O.,100318997,100318977,NB,,804788.0,0.0,substitution,93.8
314709,366634,Roman Catholic Episcopal Corporation for the Diocese of Toro,ROMAN CATHOLIC EPISCOPAL CORPORATION FOR THE DIOCESE OF TORO,107911025,107910025,ON,ON,779439.0,25125.0,substitution,100.0
20376,362501,SAINT JOHN EAST FOOD BANK INC.,East Saint John Food Bank,119132306,119132316,NB,NB,757972.0,23233.0,substitution,100.0
311132,322733,Watchtower Bible & Tract Society of Canada,WATCHTOWER BIBLE AND TRACT SOCIETY OF CANADA,011928891,119288919,,ON,472016.0,301888.0,insertion_deletion,100.0
309299,320745,PRESBYTERIAN CHURCH OF CANADA,The Presbyterian Church in Canada,107856614,107856618,ON,ON,625103.0,148586.0,substitution,94.5
309647,399595,SICK KIDS FOUNDATION,SICK KIDS FOUNDATION,108104419,108114419,,,773096.0,75.0,substitution,100.0
48397,365130,THE GUESTHOUSE SHELTER,THE GUSTHOUSE SHELTER,845435007,845430007,ON,ON,759779.0,6934.0,substitution,97.1
22506,365123,TELCI - THERAPEUTIC & EDUCATIONAL LIVING CENTRES INC,TELCI - THERAPEUTIC & EDUCATI0NAL LIVING CENTRES,119209369,119209269,ON,ON,761913.0,120.0,substitution,97.7
8802,361359,WALMER ROAD BAPTIST CHURCH,Warmar Road Baptist church,108188889,108188899,ON,ON,704485.0,57421.0,substitution,92.3
20376,321644,SAINT JOHN EAST FOOD BANK INC.,East Saint John Food Bank,119132306,119132300,NB,NB,757972.0,2800.0,substitution,100.0
23753,404132,ONEIDA BAPTIST CAMP,Baptist Camp Oneida,119248508,119240508,ON,ON,759418.0,1000.0,substitution,100.0
250510,411111,The Learning Partnership,The Learning Partnership,014056107,140561070,ON,ON,637180.0,120000.0,insertion_deletion,100.0
116397,125127,DOWNTOWN TOYOTA,DOWNTOWN TOYOTA,101476729,101476719,ON,ON,732656.0,20000.0,substitution,100.0
306401,318511,Samaritan's Purse,Samaritan's Purse,119738527,119238527,AB,AB,377990.0,370942.0,substitution,100.0
54510,412197,WHAKA PIMADIZIIWII PINAYSIIWIGAMIC INC.,Whaka Pimadiziiwii Pinaysiiwigamic Inc./Circle of Life Thund,862551926,862551326,MB,MB,714621.0,33639.0,substitution,100.0
32436,385319,CHURCH IN THE CITY,Chiurch in the City,132882820,132882620,ON,ON,708719.0,39150.0,substitution,96.6
59066,376565,CCI CHRISTIAN COMMUNICATION INC. OF CANADA,CHRISTIAN COMMUNICATION INC OF CANADA,870433729,870432729,ON,ON,741070.0,3500.0,substitution,93.8
59066,418053,CCI CHRISTIAN COMMUNICATION INC. OF CANADA,Christian Communication Inc. of Canada,870433729,870433229,ON,ON,741070.0,200.0,substitution,93.8
60518,335569,MUSIC FOR LIFE INSTITUTE,Music For Life Institute / The Africa Childrens Choir,873208664,873202664,BC,BC,735304.0,786.0,substitution,100.0
307075,336551,UNITED CHURCH OF CANADA MISSION AND SERVICE,The United Church of Canada- Mission & Service,108602435,108002435,,ON,380033.0,355460.0,substitution,100.0
74923,371273,ARIEL Ministries Canada,Ministère Ariel Canada,892419748,892479748,QC,QC,732985.0,1900.0,substitution,93.3
309299,360200,PRESBYTERIAN CHURCH OF CANADA,Presbyterian Church in Canada,107856614,107856612,ON,ON,625103.0,108362.0,substitution,94.5
75851,316811,LUTHERAN WOMEN'S MISSIONARY LEAGUE - CANADA INC,LUTHERAN WOMEN'S MISSIONARY LEAGUE - CANADA INC.,892916768,892616768,AB,MB,715758.0,11039.0,substitution,100.0
306031,355893,Archidiocèse de Québec,ARCHIDIOCÈSE DE QUÉBEC,119006927,119006920,QC,QC,681598.0,43433.0,substitution,100.0
306356,309880,BETH JACOB SCHOOL,Beth Jacob School,020991620,209916200,,QC,538008.0,180430.0,insertion_deletion,100.0
75851,398326,LUTHERAN WOMEN'S MISSIONARY LEAGUE - CANADA INC,LUTHERAN WOMEN'S MISSIONARY LEAGUE CANADA,892916768,492916768,AB,MB,715758.0,1540.0,substitution,100.0
68933,416112,SASKATOON ROTARY CLUB CHARITABLE TRUST FUND INC,Rotary Club of Saskatoon Charitable Trust Fund,889674396,088967439,SK,SK,714597.0,389.0,insertion_deletion,100.0
1333,362260,HOMEBRIDGE YOUTH SOCIETY,HoeBridge Youth Society,106728918,106928918,NS,,709564.0,5000.0,substitution,96.8
82611,345627,HOSPICE PRINCE EDWARD FOUNDATION,HOPSPICE PRINCE EDWARD,816799134,816789134,ON,ON,705031.0,3980.0,substitution,97.7
44812,362735,CHABAD OF CENTREPOINTE,Chabad of Centrepointe,831506670,083150667,ON,QC,658043.0,47829.0,insertion_deletion,100.0
307118,337725,Primate's World Relief and Development Fund,PRIMATE'S WORLD RELIEF & DEVELOPMENT FUND,866434650,866434600,ON,ON,699594.0,5693.0,substitution,100.0
307118,379393,Primate's World Relief and Development Fund,Primate's World Relief And Development Fund,866434650,866434670,ON,BC,699594.0,3104.0,substitution,100.0
74624,402450,L'Ecluse des Laurentides,ÉCLUSE DES LAURENTIDES (L'),892264490,892264990,QC,QC,700579.0,0.0,substitution,100.0
314891,328102,UNITED CHURCH OF CANADA - MISSION & SERVICE,United Church of Canada Mission and Service Fund,100102435,105102435,ON,ON,284221.0,415142.0,substitution,93.5
314697,379824,RC BISHOP OF THE DIOCESE OF CALGARY,RC Bishop of the Diocese of Calgary,107990993,107790993,AB,AB,640039.0,56284.0,substitution,100.0
44376,345872,BULLYINGCANADA INC.,BULLYINGCANADA.INC.,829917897,819917897,NB,NE,682965.0,10000.0,substitution,100.0
215998,407099,Caledon Teen Ranch,Caledon Teen Ranch,118823020,118823030,ON,,685114.0,7000.0,substitution,100.0
323198,362062,Roman Catholic Episcopal Corporation for the diocese of Toro,Roman Catholic Episcopal Corporation for the Diocese of Toro,107902590,010790259,,ON,596231.0,89541.0,insertion_deletion,100.0
307848,323022,"""Mission & Service United Church of Canada""",United Church of Canada-Mission & Service,108102343,108102345,ON,ON,428317.0,256691.0,substitution,100.0
318403,319232,MENUCHA V'SIMCHA,MENUCHA V'SIMCHA,598189060,059818906,,QC,106480.0,573114.0,insertion_deletion,100.0
45966,409318,CA-R-MA.ORG - CAT RESCUE MARITIMES,"""Ca-r-ma.org - Cat Rescue Maritimes""",835850561,835950561,NB,NS,669666.0,3865.0,substitution,100.0
175788,245991,Human Resource Systems Group Ltd.,Human Resource Systems Group Ltd.,123028466,123028446,ON,ON,368364.0,300000.0,substitution,100.0
56238,382177,FRIENDSHIP HOUSE OF BRANT INC,BRANTFORD FRIENDSHIP HOUSE,865741573,885741573,ON,ON,654655.0,950.0,substitution,91.7
309299,365591,PRESBYTERIAN CHURCH OF CANADA,The Presbyterian Church in Canada,107856614,107856610,ON,ON,625103.0,30439.0,substitution,94.5
56411,328785,GRACELAND MINISTRIES,GRACELAND MINISTRIES,866055114,866055144,NB,NS,485565.0,165962.0,substitution,100.0
373070,421949,Red River North Regional Library,Red River North Regional Library,118941940,118941941,,,450.0,650000.0,substitution,100.0
22238,358204,STRATHMORE CHURCH OF CHRIST,Srathmore Church of Christ,119200384,719200384,ON,ON,643678.0,3598.0,substitution,97.9
26543,373175,UNIVERSITE DU QUEBEC,UQ UNIVERSITÉ DU QUÉBEC,122018203,122018206,QC,QC,642204.0,1979.0,substitution,91.9
307848,317655,"""Mission & Service United Church of Canada""",UNITED CHURCH OF CANADA MISSION & SERVICE,108102343,108102543,ON,ON,428317.0,214696.0,substitution,100.0
203096,314802,The Salvation Army,SALVATION ARMY,107951518,107951818,BC,MB,564497.0,72087.0,substitution,100.0
79917,324994,YOUTH FOR CHRIST COMOX VALLEY,Comox Valley Youth for Christ,899054282,859054282,BC,BC,602149.0,34311.0,substitution,100.0
146016,288636,Organic Council of Ontario,Organic Council of Ontario,808307540,083075400,ON,ON,595765.0,38400.0,insertion_deletion,100.0
321388,418495,Roman Catholic Bishop of the Diocese of Calgary,Roman Catholic Bishop of Diocese of Calgary,707909939,709909939,AB,AB,586717.0,47430.0,substitution,100.0
44001,400056,THECRY CANADA,TheCry Canada,828372615,082837261,AB,ON,633344.0,550.0,insertion_deletion,100.0
350248,370303,Focus on the Family,FOCUS ON THE FAMILY,106848969,106846969,BC,BC,501800.0,132000.0,substitution,100.0
309802,314112,YESODEI HATORAH (zyesodei),YESODEI HATORAH (zyesodei),889143640,889153640,,,601027.0,31000.0,substitution,100.0
61505,398671,MAKE-A-WISH FOUNDATION OF QUÉBEC/LA FONDATION FAIS UN VOEU DU QUÉBEC,Make-A-Wish/Fais-Un-Voeu Quebec,876189119,876189919,QC,QC,625514.0,6350.0,substitution,100.0
17113,390823,L'OEUVRE FRANCISCAINE - LES FRANCISCAINS,L' UVRE FRANCISCAINE - LES FRANCISCAINS,119023133,119053133,QC,QC,629318.0,0.0,substitution,97.0
311132,325427,Watchtower Bible & Tract Society of Canada,WATCHTOWER BIBLE AND TRACT SOCIETY OF CANADA,011928891,119288917,,ON,472016.0,155544.0,insertion_deletion,100.0
203096,312947,The Salvation Army,THE SALVATION ARMY,107951518,107951018,BC,NS,564497.0,57892.0,substitution,100.0
100863,414395,Federation of Canadian Archers,Federation of Canadian Archers,119390821,119390851,ON,ON,619320.0,1376.0,substitution,100.0
312399,356520,Diocese of Huron,Diocese of Huron,118967720,118967727,,ON,416281.0,202265.0,substitution,100.0
313375,417990,SHEPHERD'S TRUST,Shepherd's Trust,894164897,894164697,ON,ON,595844.0,22117.0,substitution,100.0
3832,348133,First Baptist Church of Charlottetown,Charlottetown First Baptist Church,107387995,107387945,PE,PE,603399.0,3800.0,substitution,100.0
309617,312444,Lutheran Church Canada East District,Lutheran Church Canada East District,893929341,893928341,ON,ON,594119.0,9986.0,substitution,100.0
56554,309184,B.C. MISSION BOAT SOCIETY,BC Mission Boat Society,866291925,862291925,BC,BC,560212.0,36910.0,substitution,90.3
313193,326632,WEC International,WEC INTERNATIONAL,130309991,130309971,ON,ON,478729.0,118340.0,substitution,100.0
61110,419608,LOAVES & FISHES,LOAUES & FISHES,874927320,574927320,ON,ON,594096.0,1060.0,substitution,92.3
330431,356029,Theological college,THEOLOGICAL COLLEGE,039617320,039617620,ON,ON,433759.0,157927.0,substitution,100.0
207509,332833,The Corporation of Tay Valley Township,TAY VALLEY TOWNSHIP,867315699,867315669,ON,ON,589200.0,2000.0,substitution,100.0
74021,308196,CANADIAN FRIENDS OF CUBAN JEWRY,Canadian Friends of Cuban Jewry,891822249,891822299,QC,ON,576455.0,14560.0,substitution,100.0
320973,330227,B.C. CHILDRENS HOSPITAL,BC Children's Hospital,018852433,011852433,BC,BC,534400.0,52783.0,substitution,90.9
319232,333068,MENUCHA V'SIMCHA,MV MENUCHA V'SIMCHA,059818906,859818906,QC,QC,573114.0,5811.0,substitution,91.4
63959,322272,NEIGHBOURLINK VANDERHOOF,Vanderhoof NeighbourLink,886085190,886086190,BC,BC,569714.0,7118.0,substitution,100.0
137895,260176,Grand Prix Cycliste de Beauce,Grand Prix Cycliste de Beauce,102170800,102170500,QC,QC,521315.0,53000.0,substitution,100.0
16352,306947,La Fondation Mgr Gérard-Marie Coderre,Fondation Gérard Marie Coderre,119001428,119001425,QC,QC,572010.0,190.0,substitution,90.9
315407,418096,Ontario March of Dimes,Ontario March of Dimes,107883925,107883920,,ON,568614.0,100.0,substitution,100.0
314146,338385,MENNONITE CENTRAL COMMITTEE,MENNONITE CENTRAL COMMITTEE,007690855,107690855,MB,MB,101564.0,466655.0,substitution,100.0
203096,324664,The Salvation Army,Salvation Army,107951518,107951118,BC,ON,564497.0,2949.0,substitution,100.0
34779,321040,LITTLE RED CAMPING ASSOCIATION,CAMP LITTLE RED,138083266,038083266,AB,AB,565482.0,1100.0,substitution,90.9
203096,363715,The Salvation Army,SALVATION ARMY,107951518,107951418,BC,MB,564497.0,2000.0,substitution,100.0
307772,327263,RCAV,RCAV,118849700,011884970,BC,BC,384051.0,181742.0,insertion_deletion,100.0
203096,390967,The Salvation Army,The Salvation Army,107951518,107851518,BC,NS,564497.0,500.0,substitution,100.0
203096,355626,The Salvation Army,THE SALVATION ARMY,107951518,107941518,BC,MB,564497.0,400.0,substitution,100.0
203096,416645,The Salvation Army,Salvation Army,107951518,107951516,BC,BC,564497.0,101.0,substitution,100.0
76160,421127,CARA TRANSITION HOUSE INC,Care Transition House Inc.,893108779,883108779,NL,NL,562657.0,260.0,substitution,95.2
309370,309371,ROMAN CATHOLIC EPISCOPAL CORPORATION OF THE DIOCESE OF LO...,THE ROMAN CATHOLIC EPISCOPAL CORPORATION OF THE DIOCESE OF L,119109819,011910981,ON,ON,307670.0,251477.0,insertion_deletion,98.6
47184,350479,INTERNATIONAL HUMANITARIAN HOPE SOCIETY,INTERNATIONAL HUMANITARIAN HOPE SOCIETY,840670566,840670666,BC,QC,558446.0,15.0,substitution,100.0
349042,385183,AGA KHAN FOUNDATION CANADA,Age Khan Foundation Canada/Foundation Age Khan Canada,100072856,100072356,BC,ON,550000.0,7766.0,substitution,93.3
333917,354975,Roman Catholic Episcopal Corporation for the Diocese of St.C,Roman Catholic Episcopal Corporation of the Diocese of St. C,119109797,011910979,ON,ON,435210.0,122420.0,insertion_deletion,94.9
29032,396272,CHILD FIND (ONTARIO) INCORPORATED,CHILD FIND (ONTARIO) INC,130263502,120263502,ON,MB,401232.0,154644.0,substitution,100.0
66837,402895,CANADIAN WHEELCHAIR FOUNDATION / LA FONDATION DE CHAISE ROULANTE CANADA,Canadian Wheelchair Foundation,888615606,088861560,BC,ON,545073.0,200.0,insertion_deletion,100.0
12311,412318,RESSOURCES COMMUNAUTAIRES OMEGA/ OMEGA COMMUNITY RESOURCES,Omega Community Resources / Ressources Communautaires Oméga,118874502,118864502,QC,,509962.0,25000.0,substitution,100.0
42702,355182,ALPHA-1 ANTITRYPSIN DEFICIENCY CANADA INC.,Alpha-1 Antitrypsin Deficiency Canada Inc.,822647871,822647971,AB,ON,529502.0,3672.0,substitution,100.0
333917,358719,Roman Catholic Episcopal Corporation for the Diocese of St.C,Roman Catholic Episcopal Corp. for the Diocese of St.Cathari,119109797,119109790,ON,,435210.0,95845.0,substitution,93.2
99388,316336,La maison des jeunes de Longueuil Inc.,LA MAISON DES JEUNES DE LONGUEUIL INC,107588402,104588402,QC,QC,519418.0,8181.0,substitution,100.0
308527,312862,Stratford Festival,THE STRATFORD FESTIVAL,019200103,192001030,,ON,129600.0,395150.0,insertion_deletion,100.0
61884,358878,NEWARK NEIGHBOURS,Newmark Neighbours,877904458,879904458,ON,ON,510052.0,14524.0,substitution,97.1
317776,407792,National Ballet,National Ballet,119051149,119061149,ON,ON,503184.0,15000.0,substitution,100.0
90596,392119,ORGANISATION COMMUNAUTAIRE J'AIME MA VILLE,ORGANISATION COMMUNAUTAIRE J'AIME MA VILLE/ I LOVE MY CITY C,732604335,732607335,QC,QC,513757.0,104.0,substitution,100.0
56805,312175,HABITAT FOR HUMANITY ON THE BORDER LLOYDMINSTER SOCIETY,"""Habitat for Humanity Lloydminster on the Border Society Ver""",866675275,866673275,SK,AB,510588.0,650.0,substitution,95.6
124692,164518,Municipality of Grasslands,MUNICIPALITY OF GRASSLAND,810018788,810048788,MB,,412473.0,97330.0,substitution,97.8
71035,414448,VOICE OF HOPE MISSION,Voice of Hope Mission,890614340,890414340,BC,MB,505733.0,500.0,substitution,100.0
312987,328685,United Church Mission & SERVICE FUND,United Church of Canada Mission and Service Fund,108702435,108202435,ON,ON,444899.0,59936.0,substitution,90.7
308522,349351,L'église adventiste du 7ième jour - Fédération du Québec,Eglise Adventiste du 7? Jour-Federation du Quebec,010793074,018793074,QC,QC,400903.0,101387.0,substitution,93.3
311132,415208,Watchtower Bible & Tract Society of Canada,WATCHTOWER BIBLE AND TRACT SOCIETY OF CANADA,011928891,119288912,,ON,472016.0,23532.0,insertion_deletion,100.0
45307,385953,ONEXONE FOUNDATION/FONDATION ONEXONE,ONEXONE FOUNDATION/FONDATION ONEXONE,833411473,083341147,NS,QC,487546.0,3000.0,insertion_deletion,100.0
311187,395634,Riverside Congregation of Jehovah's Witnesses,Riverside Congregation of Jehovah's Witnesses,746925976,746925906,ON,ON,489315.0,732.0,substitution,100.0
32280,424141,VOLUNTEER INTERNATIONAL CHRISTIAN SERVICE OF THE HOLY GHOST,VOLUNTEER INTERNATIONAL CHRISTIAN SERVICE OF THE HOLY GHOST,132700857,132770857,ON,AB,484610.0,431.0,substitution,100.0
21525,331820,STE. LOUISE OUTREACH CENTRE OF PEEL,ST LOUISE OUTREACH CENTRE OF PEEL,119172856,011917285,ON,ON,484309.0,250.0,insertion_deletion,98.4
263330,267085,Jean-François Rochefort inc.,Jean-François Rochefort inc.,861157466,831157466,QC,QC,180572.0,300000.0,substitution,100.0
311132,359439,Watchtower Bible & Tract Society of Canada,WATCHTOWER BIBLE & TRACT SOCIETY OF CANADA,011928891,119288911,,ON,472016.0,4765.0,insertion_deletion,100.0
312399,392952,Diocese of Huron,Diocese of Huron,118967720,011896772,,ON,416281.0,59834.0,insertion_deletion,100.0
306290,307894,Apostolic Church of Pentecost,Apostolic Church of Pentecost,186718661,018671866,AB,AB,460741.0,12516.0,insertion_deletion,100.0
359869,373414,Yeshiva Gedola of Montreal,Yeshiva Gedola of Montreal,010822517,108225177,QC,QC,223986.0,247534.0,insertion_deletion,100.0
328102,414251,United Church of Canada Mission and Service Fund,United Church of Canada Mission of Service Fund.,105102435,105103435,ON,ON,415142.0,53481.0,substitution,100.0
57073,392217,CHEDER RAMBAM-MAIMONIDES LEARNING CENTRE,CHEDER RAMBAM-MAIMONIDES LEARNING CENTRE,867075038,867065038,ON,QC,468046.0,366.0,substitution,100.0
79977,323349,ECUMENICAL CAMPUS MINISTRY,ECUMENICAL CAMPUS MINISTRY,899169494,889169494,AB,ON,426817.0,41250.0,substitution,100.0
312833,367776,Diocese of Qu'Appelle,Teachers of the Faith Parish/Diocese of Qu'Appelle,011920823,119208230,SK,SK,447702.0,19239.0,insertion_deletion,100.0
312965,356316,NIGHTLIGHT,NIGHTLIGHT,802479436,802479136,ON,ON,463144.0,574.0,substitution,100.0
86319,385885,WALKERTON & DISTRICT FOOD BANK,WACKERTON & DISTRICT FOOD BANK,873517874,873517854,ON,ON,448099.0,15066.0,substitution,96.4
101402,351478,Athletics New Brunswick Inc./Athletisme Nouveau-Brunswick Inc.,Athletics New Brunswick,891341844,891341884,NB,NB,374053.0,87900.0,substitution,100.0
326923,331323,Canadian Red Cross,Canadian Red Cross,019219814,192198140,MB,ON,11565.0,449350.0,insertion_deletion,100.0
3258,318718,L'Entraide missionnaire,Entraide Missionnaire,107306086,107306286,QC,,456407.0,1100.0,substitution,95.5
