bnless_entity_id,bnless_name,branch_suffix,bn_entity_id,bn_entity_name,bn_root,province,bn_entity_flow,bnless_entity_flow
223880,CANADIAN PARENTS FOR FRENCH - NORTHWEST TERRITORIES BRANCH,NORTHWEST TERRITORIES BRANCH,11060,CANADIAN PARENTS FOR FRENCH,118835131,ON,5346884.0,727616.0
114639,The Salvation Army (British Columbia Division),British Columbia Division,354539,Salvation Army,119059750,,625.0,6073745.48
114639,The Salvation Army (British Columbia Division),British Columbia Division,414500,THE SALVATION ARMY,010741618,BC,600.0,6073745.48
114639,The Salvation Army (British Columbia Division),British Columbia Division,406537,The Salvation Army,079516180,ON,572.0,6073745.48
114639,The Salvation Army (British Columbia Division),British Columbia Division,390967,The Salvation Army,107851518,NS,500.0,6073745.48
114639,The Salvation Army (British Columbia Division),British Columbia Division,341569,SALVATION ARMY,107956168,ON,500.0,6073745.48
114639,The Salvation Army (British Columbia Division),British Columbia Division,321482,THE SALVATION ARMY,107957105,ON,475.0,6073745.48
114639,The Salvation Army (British Columbia Division),British Columbia Division,355626,THE SALVATION ARMY,107941518,MB,400.0,6073745.48
114639,The Salvation Army (British Columbia Division),British Columbia Division,352410,Salvation Army,707951618,ON,300.0,6073745.48
114639,The Salvation Army (British Columbia Division),British Columbia Division,386125,Salvation Army,810795161,,250.0,6073745.48
114639,The Salvation Army (British Columbia Division),British Columbia Division,316783,Salvation Army,191951618,ON,245.0,6073745.48
114639,The Salvation Army (British Columbia Division),British Columbia Division,330478,Salvation Army,119159750,ON,220.0,6073745.48
114639,The Salvation Army (British Columbia Division),British Columbia Division,384603,Salvation Army,010795618,ON,200.0,6073745.48
114639,The Salvation Army (British Columbia Division),British Columbia Division,389846,SALVATION ARMY,986001155,ON,200.0,6073745.48
114639,The Salvation Army (British Columbia Division),British Columbia Division,416645,Salvation Army,107951516,BC,101.0,6073745.48
114639,The Salvation Army (British Columbia Division),British Columbia Division,393829,Salvation Army,107795161,ON,100.0,6073745.48
114639,The Salvation Army (British Columbia Division),British Columbia Division,408156,Salvation Army,107951661,ON,100.0,6073745.48
114639,The Salvation Army (British Columbia Division),British Columbia Division,324324,Salvation Army,607951618,MB,75.0,6073745.48
114639,The Salvation Army (British Columbia Division),British Columbia Division,370139,Salvation Army,000795168,ON,50.0,6073745.48
114639,The Salvation Army (British Columbia Division),British Columbia Division,399075,Salvation Army,107956955,SK,0.0,6073745.48
114639,The Salvation Army (British Columbia Division),British Columbia Division,350657,The Salvation Army,000000004,,0.0,6073745.48
388272,Ville d'Asbestos - Loisirs,Loisirs,136657,Ville d'Asbestos,107585218,QC,6053118.0,447.0
237214,ACCELERATE OKANAGAN TECHNOLOGY ASSOCIATION - AOTA,AOTA,175246,Accelerate Okanagan Technology Association,834474512,BC,5313897.0,728523.0
167500,RESPONSE BIOMEDICAL CORP. - AKA: RBC,AKA: RBC,135931,Response Biomedical Corporation,121519920,BC,4751090.0,1283355.0
317622,YESHIVA GEDOLA OF BRIDGEPORT CANADA (zygedbri),zygedbri,47389,Yeshiva Gedola Bridgeport of Canada Foundation,841455454,ON,6019194.0,500.0
430766,CITY OF WHITE ROCK - VALERIE ADOLPH,VALERIE ADOLPH,100015,The Corporation of the City of White rock,106930662,BC,6017978.0,250.0
111464,CINÉMATHÈQUE QUÉBÉCOISE (LA),LA,16064,LA CINEMATHEQUE QUEBECOISE,118988385,QC,4979368.0,1032767.5
369779,Shambhala Canada Society (Kalapa Publications),Kalapa Publications,24919,SHAMBHALA CANADA SOCIETY,119280295,NS,5960105.0,20000.0
236138,FUGRO CANADA CORP - AKA: FUGRO ROADWARE INC.,AKA: FUGRO ROADWARE INC.,141050,Fugro Canada Corp.,895756898,NL,5651739.03,326140.0
296706,Télé-université (TÉLUQ),TÉLUQ,49851,Télé-Université,850543448,QC,5472691.0,499986.0
282151,Fleming College (Sir Sandford Fleming College of Applied Arts and Technology),Sir Sandford Fleming College of Applied Arts and Technology,69798,FLEMING COLLEGE FOUNDATION,890087687,ON,5948360.0,4606.0
298699,CORPORATION OF THE TOWN OF AURORA (THE) - AURORA MUSEUM & ARCHIVES,AURORA MUSEUM & ARCHIVES,99786,The Corporation of the Town of Aurora,124722109,ON,5908864.96,33441.0
181815,Moosomin First Nation (Authorized Party: Battle River Irc),Authorized Party: Battle River Irc,98130,MOOSOMIN FIRST NATION,107723702,SK,5757553.0,175000.0
112956,CANADIAN JEWISH NEWS (THE) - THE CANADIAN JEWISH NEWS,THE CANADIAN JEWISH NEWS,111807,CANADIAN JEWISH NEWS (THE),105201149,ON,3714710.0,2210495.56
232939,KTUNAXA NATION COUNCIL SOCIETY (OH BEHALF OF CANADIAN COLUMBIA RIVER INTER-TRIBAL FISHERIES COMMISSION),OH BEHALF OF CANADIAN COLUMBIA RIVER INTER-TRIBAL FISHERIES COMMISSION,208032,Ktunaxa Nation Council Society,831763354,BC,2850539.0,3067800.0
418912,The Cedarbrook Society (Darling Home for Kids),Darling Home for Kids,66649,THE CEDARBROOK SOCIETY,888524840,ON,5761746.0,150000.0
110768,REGIONAL DISTRICT OF OKANAGAN-SIMILKAMEEN - SIMILKAMEEN RECREATION COMISSION,SIMILKAMEEN RECREATION COMISSION,131010,Regional District Okanagan-Similkameen,121430557,BC,5892294.0,9240.0
387057,City of Nanaimo - Partners in Parks,Partners in Parks,99885,City of Nanaimo,106930332,BC,5892746.0600000005,2000.0
310827,YMCA of Greater Vancouver - Robert Lee,Robert Lee,104208,YMCA of Greater Vancouver,203976075,BC,5879130.0,14724.0
337057,YMCA of Greater Vancouver - Langara,Langara,104208,YMCA of Greater Vancouver,203976075,BC,5879130.0,13419.0
437468,Fort Albany First Nation - OM for/pour Fort Albany First Nation Youth Council,OM for/pour Fort Albany First Nation Youth Council,105233,Fort Albany First Nation,107393829,ON,5677768.7,210000.0
416685,City of Yorkton (Yorkton Minor Baseball),Yorkton Minor Baseball,97576,City of Yorkton,106930746,SK,5867996.0,15000.0
388264,YMCA of Greater Vancouver - Gibsons,Gibsons,104208,YMCA of Greater Vancouver,203976075,BC,5879130.0,1150.0
381156,City of Yorkton (RCMP),RCMP,97576,City of Yorkton,106930746,SK,5867996.0,3042.0
436648,Carolinian Canada Coalition - OM for/pour Bkejwanong Eco-Keepers,OM for/pour Bkejwanong Eco-Keepers,45897,CAROLINIAN CANADA COALITION,835594722,ON,5254806.0,610000.0
341983,TOWN OF DRAYTON VALLEY - FCSS,FCSS,183944,Town of Drayton Valley,108126103,AB,5830205.0,1000.0
230552,Western University (The University of Western Ontario),The University of Western Ontario,365091,WESTERN UNIVERSITY,108162567,ON,80000.0,5745162.0
331477,ALBERTA LUNG ASSOCIATION ( BREATHING SPACE),BREATHING SPACE,29101,ALBERTA LUNG ASSOCIATION,130318041,AB,5788580.0,25000.0
348705,ST. MATTHEW'S HOUSE - HAMILTON,HAMILTON,29080,ST MATTHEW'S HOUSE,130304538,ON,5810161.0,77.0
232921,The Foundation for Educational Exchange between Canada and the United States of America (Canada-U.S. Fulbright Program),Canada-U.S. Fulbright Program,28083,FOUNDATION FOR EDUCATIONAL EXCHANGE BETWEEN CANADA AND THE UNITED STATES OF AMERICA,129462693,ON,5209841.0,600000.0
336701,Canadian Heritage of Quebec - Culture,Culture,8047,The Canadian Heritage of Quebec,108075292,QC,5802897.0,900.0
404595,SHELTER CANADA ( THE GREAT COMMISSION FONDATION),THE GREAT COMMISSION FONDATION,89299,SHELTER CANADA,708381512,AB,5744496.0,56533.0
210720,CANADIAN PARENTS FOR FRENCH - QUEBEC,QUEBEC,11060,CANADIAN PARENTS FOR FRENCH,118835131,ON,5346884.0,443760.0
401302,SHELTER CANADA (THE GREAT COMMISSION FOUNDATION),THE GREAT COMMISSION FOUNDATION,89299,SHELTER CANADA,708381512,AB,5744496.0,32607.0
380640,Atlantic Jewish Council - HEW 2013,HEW 2013,1400,ATLANTIC JEWISH COUNCIL,106736309,NS,5771055.0,2500.0
436653,Youth Empowering Parents - OM for/pour Black Moms Connection,OM for/pour Black Moms Connection,81500,YOUTH EMPOWERING PARENTS,838075638,ON,5282385.0,449700.0
192763,CORPORATION OF THE CITY OF STRATFORD - STRATFORD CITY CENTRE COMMITTEE,STRATFORD CITY CENTRE COMMITTEE,273548,The Corporation of the City of Stratford,000065101,ON,5706619.83,14000.0
223840,"VILLE D'AMOS - SERVICE DES LOISIRS, DE LA CULTURE ET DU TOURISME","SERVICE DES LOISIRS, DE LA CULTURE ET DU TOURISME",141959,Ville d'Amos,108181884,QC,5697114.0,21262.0
334600,CITY OF STRATFORD - COMMUNITY SERVICES,COMMUNITY SERVICES,273548,The Corporation of the City of Stratford,000065101,ON,5706619.83,534.0
342286,City of Stratford - Community Servcies,Community Servcies,273548,The Corporation of the City of Stratford,000065101,ON,5706619.83,152.0
371359,Embrave Agency to End Violence (formerly Interim Place),formerly Interim Place,4704,EMBRAVE AGENCY TO END VIOLENCE,107510059,ON,5685231.0,5000.0
166202,Saskatchewan Polytechnic - Wascana,Wascana,15722,SASKATCHEWAN POLYTECHNIC FOUNDATION INC.,118978907,SK,13060.0,5675865.0
350769,CITY OF ELLIOT LAKE (ARENA FUND),ARENA FUND,105432,City of Elliot Lake,108078783,ON,5686428.5,415.0
287773,ROBERT MCLAUGHLIN GALLERY (THE),THE,8272,THE ROBERT MCLAUGHLIN GALLERY,108094327,ON,4141681.0,1530622.0
341257,La Maison au Diapason (soins palliatifs),soins palliatifs,40772,LA MAISON AU DIAPASON,813030657,QC,5669569.0,0.0
308178,Concordia University - Institute for Canadian Jewish Studies,Institute for Canadian Jewish Studies,406592,Concordia University,106986591,QC,5537455.0,104900.0
429736,Conseil Jeunesse Provincial (CJP),CJP,163738,CONSEIL JEUNESSE PROVINCIAL INC.,106969678,MB,5633903.2,6638.0
292503,VIOLONS DU ROY (LES),LES,640,LES VIOLONS DU ROY,103309431,QC,5584776.0,50435.0
162526,EDMONTON FOLK MUSIC FESTIVAL SOCIETY (THE),THE,27800,THE EDMONTON FOLK MUSIC FESTIVAL SOCIETY,128941226,AB,2685321.0,2943427.0
436537,"Nigerian Canadians for Cultural, Educational and Economic Progress - OM for/pour Black Parent Collective",OM for/pour Black Parent Collective,163567,"NIGERIAN CANADIANS FOR CULTURAL, EDUCATIONAL AND ECONOMIC PROGRESS",747544294,ON,5317825.0,288900.0
230612,Canadore College (Canadore College of Applied Arts and Technology),Canadore College of Applied Arts and Technology,82948,The Canadore College Foundation,829084771,ON,5570775.0,31989.0
315799,YESHIVAS NEFESH DOVID (YESHNE),YESHNE,63598,YESHIVAS NEFESH DOVID,885172411,ON,5600570.0,1000.0
201206,CANADIAN PARENTS FOR FRENCH - NWT BRANCH,NWT BRANCH,11060,CANADIAN PARENTS FOR FRENCH,118835131,ON,5346884.0,250944.0
384393,LES VIOLONS DU ROY - 75 JEUNES,75 JEUNES,640,LES VIOLONS DU ROY,103309431,QC,5584776.0,8000.0
355584,Concordia University (Dr. Gauthier),Dr. Gauthier,406592,Concordia University,106986591,QC,5537455.0,44388.0
418316,Rapport Youth & Family Services - Proactivity Project,Proactivity Project,19649,RAPPORT YOUTH & FAMILY SERVICES,119109296,ON,5570211.0,1500.0
252595,CONCORDIA UNIVERSITY - FACULTY OF FINE ARTS GALLERY,FACULTY OF FINE ARTS GALLERY,406592,Concordia University,106986591,QC,5537455.0,33000.0
111518,CATHOLIC REGISTER (THE),THE,47562,THE CATHOLIC REGISTER,842120685,ON,113528.0,5450731.0
224816,TOWN OF WHITBY - COMMUNITY CONNECTION,COMMUNITY CONNECTION,26506,CORPORATION OF THE TOWN OF WHITBY,121926182,ON,5551215.920000001,8300.0
210350,BONAVISTA HISTORIC TOWNSCAPE FOUNDATION INC. - GARRICK THEATRE,GARRICK THEATRE,121636,Bonavista Historic Townscape Foundation Inc.,881117824,NL,5494398.0,63600.0
293640,"Concordia University (Igloliorte, Heather L.)","Igloliorte, Heather L.",406592,Concordia University,106986591,QC,5537455.0,19822.0
348989,Congregation Schara Tzedeck (KNA Pledge),KNA Pledge,12300,CONGREGATION SCHARA TZEDECK,118874221,BC,5540921.09,5400.0
411653,Congregation Schara Tzedeck (Yom Kippir & Rosh hashana),Yom Kippir & Rosh hashana,12300,CONGREGATION SCHARA TZEDECK,118874221,BC,5540921.09,3600.0
321849,Congregation Schara Tzedeck (endowment),endowment,12300,CONGREGATION SCHARA TZEDECK,118874221,BC,5540921.09,3600.0
339603,Congregation Schara Tzedeck (Mosaic),Mosaic,12300,CONGREGATION SCHARA TZEDECK,118874221,BC,5540921.09,1800.0
342997,Concordia University (Lambda Foundation - STEM award),Lambda Foundation - STEM award,406592,Concordia University,106986591,QC,5537455.0,5000.0
396995,Congregation Schara Tzedeck (Rabbi's Discrtionary Fund),Rabbi's Discrtionary Fund,12300,CONGREGATION SCHARA TZEDECK,118874221,BC,5540921.09,1000.0
375977,Congregation Schara Tzedeck (Kiddish),Kiddish,12300,CONGREGATION SCHARA TZEDECK,118874221,BC,5540921.09,900.0
365771,Concordia University (university of the Street Café),university of the Street Café,406592,Concordia University,106986591,QC,5537455.0,4000.0
354999,Concordia University - Student Emergency Food Fund,Student Emergency Food Fund,406592,Concordia University,106986591,QC,5537455.0,3500.0
330043,Stanford University (prescribed university outside Canada),prescribed university outside Canada,319047,Stanford University,941156365,,5438379.0,100080.0
348606,Concordia University (University of the Streets Café),University of the Streets Café,406592,Concordia University,106986591,QC,5537455.0,1000.0
310895,concordia University - Recrewation & Athletics,Recrewation & Athletics,406592,Concordia University,106986591,QC,5537455.0,100.0
416227,Concordia University (paid through 933-21-550 Innoweave),paid through 933-21-550 Innoweave,406592,Concordia University,106986591,QC,5537455.0,0.0
347157,Stanford University (Leland Stanford Junior University),Leland Stanford Junior University,319047,Stanford University,941156365,,5438379.0,98571.0
331737,Woodland Cultural Centre (Save the evidence project),Save the evidence project,72508,WOODLAND CULTURAL CENTRE,891177990,ON,5525557.0,5000.0
436545,"Nigerian Canadians for Cultural, Educational and Economic Progress - OM for/pour mypath2tech",OM for/pour mypath2tech,163567,"NIGERIAN CANADIANS FOR CULTURAL, EDUCATIONAL AND ECONOMIC PROGRESS",747544294,ON,5317825.0,198800.0
436435,"Nigerian Canadians for Cultural, Educational and Economic Progress - OM for/pour SoloMama",OM for/pour SoloMama,163567,"NIGERIAN CANADIANS FOR CULTURAL, EDUCATIONAL AND ECONOMIC PROGRESS",747544294,ON,5317825.0,193400.0
421744,Canadian Jesuit Missions (SOJASI),SOJASI,11001,The Canadian Jesuit Missions,118833623,ON,5505942.0,300.0
166395,Bubble Technology Industries (BTI),BTI,99663,Bubble Technology Industries Inc.,121041842,ON,4899325.27,601833.0
322086,REGROUPEMENT PARTAGE - REGROUPEMENT DES MAGASINS PARTAGE DE,REGROUPEMENT DES MAGASINS PARTAGE DE,61581,Regroupement Partage,876578022,QC,5494419.0,2000.0
119558,Rainbow Resource Centre - Enchante,Enchante,30828,RAINBOW RESOURCE CENTRE INC.,131783664,MB,4792293.0,700000.0
261535,Télé - Université (Université TÉLUQ),Université TÉLUQ,49851,Télé-Université,850543448,QC,5472691.0,10430.0
311639,Alberta Health Services - Glenrose Rehabilitation Hospital,Glenrose Rehabilitation Hospital,341917,ALBERTA HEALTH SERVICES,858890700,AB,150000.0,5331967.0
202168,CORPORATION OF THE TOWN OF OAKVILLE (THE),THE,203318,The Corporation of the Town of Oakville,121741456,ON,4699300.0,780118.0
440346,Corporation of the Township of Terrace Bay - Library,Library,105007,The Corporation of the Township of Terrace Bay,108078650,ON,5458087.53,20000.0
372647,MUNICIPALITY OF LAMBTON SHORES (CANADA DAY MUSICIANS),CANADA DAY MUSICIANS,201681,CORPORATION OF THE MUNICIPALITY OF LAMBTON SHORES (THE),861540391,ON,5473981.0,2500.0
322755,MUNICIPALITY OF LAMBTON SHORES (CANADA DAY CELEBRATIONS),CANADA DAY CELEBRATIONS,201681,CORPORATION OF THE MUNICIPALITY OF LAMBTON SHORES (THE),861540391,ON,5473981.0,2000.0
436842,"Association canadienne-française de l'Ontario - Stormont, Dundas et Glengarry (ACFO-SDG)",ACFO-SDG,102326,"Association canadienne-française de l'Ontario - Stormont, Dundas et Glengarry",875499865,ON,4379114.9,1092100.0
326498,USC of Canada (water project Nepal),water project Nepal,333785,USC Canada,119276126,ON,5459600.0,1000.0
164998,Farm Management Canada - Gestion agricole du Canada,Gestion agricole du Canada,120989,Farm Management Canada,133984658,ON,5389628.0,50000.0
442290,Carolinian Canada Coalition - Lambton Wildlife Incorporation,Lambton Wildlife Incorporation,45897,CAROLINIAN CANADA COALITION,835594722,ON,5254806.0,167000.0
192715,CORPORATION OF THE TOWN OF KIRKLAND LAKE (THE),THE,104987,Corporation of the Town of Kirkland Lake,119384808,ON,5401505.0,14600.0
388446,Gateway (Savation Army),Savation Army,57402,GATEWAY FOUNDATION,867632259,BC,5412900.0,247.0
339465,Corp. of the Town of Kirkland Lake - Parks & Rec,Parks & Rec,104987,Corporation of the Town of Kirkland Lake,119384808,ON,5401505.0,443.0
271585,Sheridan College (Sheridan College Institute of Technology and Advanced Learning),Sheridan College Institute of Technology and Advanced Learning,61633,SHERIDAN COLLEGE FOUNDATION,876773227,ON,4994157.0,384728.0
331150,YMCA of Central East Ontario - Belleville Branch,Belleville Branch,19168,YMCA OF CENTRAL EAST ONTARIO,119091882,ON,5342805.0,30300.0
110725,WESTERN FRONT SOCIETY (THE),THE,25374,THE WESTERN FRONT SOCIETY,119293280,BC,4552693.0,818865.0
112540,ÉDITIONS PROTÉGEZ-VOUS (LES) - PROTÉGEZ-VOUS,PROTÉGEZ-VOUS,36752,LES ÉDITIONS PROTÉGEZ-VOUS,144060282,QC,2147870.0,3222860.6
399873,YMCA of Central East Ontario - Balsillie Family Branch,Balsillie Family Branch,19168,YMCA OF CENTRAL EAST ONTARIO,119091882,ON,5342805.0,9504.0
311639,Alberta Health Services - Glenrose Rehabilitation Hospital,Glenrose Rehabilitation Hospital,400621,Alberta Health Services,134072513,AB,18242.0,5331967.0
254734,CANADIAN PARENTS FOR FRENCH - SOUTH CARIBOO,SOUTH CARIBOO,11060,CANADIAN PARENTS FOR FRENCH,118835131,ON,5346884.0,1000.0
311639,Alberta Health Services - Glenrose Rehabilitation Hospital,Glenrose Rehabilitation Hospital,405457,Alberta Health Services,124072613,AB,1400.0,5331967.0
406901,Improvement District No. 9 (ID9),ID9,275694,Improvement District no. 9,824048441,AB,5008000.0,310448.0
262183,Canadian Research Institute For The Advancement Of Women (CRIAW),CRIAW,26808,CANADIAN RESEARCH INSTITUTE FOR THE ADVANCEMENT OF WOMEN,123269680,ON,4768141.0,549400.0
286352,Saskatchewan Institute of Applied Science and Technology - Wascana Campus,Wascana Campus,197692,Saskatchewan Institute of Applied Science and Technology,107957541,SK,578694.0,4733833.0
282060,Indigenous Leadership Development Institute Inc. (ILDI),ILDI,159130,Indigenous Leadership Development Institute Inc,866032725,MB,3212934.0,2098864.0
296754,Coast Mountain College - Coast Mountain College,Coast Mountain College,81995,COAST MOUNTAIN COLLEGE,107785677,BC,5300783.0,6667.0
401951,The Upper Room Hospitality Ministry (PEI Foodbank),PEI Foodbank,8324,The Upper Room Hospitality Ministry Inc.,108102906,PE,5289681.0,644.0
271498,Beth Avraham Yoseph of Toronto Congregation (BAYT),BAYT,1533,BETH AVRAHAM YOSEPH OF TORONTO CONGREGATION,106788342,ON,5205291.24,66460.79
190568,MUNICIPALITY OF THE COUNTY OF KINGS - RECREATION SERVICES,RECREATION SERVICES,130564,Municipality of the County of Kings,107752818,NS,5265822.0,4640.0
119469,Centre CASA (1997),1997,48697,LA FONDATION DU CENTRE CASA,846333169,QC,1961837.0,3295581.0
153411,St. Mary's University (Calgary),Calgary,21935,ST MARY'S UNIVERSITY,119188944,AB,5111082.0,100953.0
212336,KOOLATRON CORP ( DIV. OF URUS INDUSTRIAL CORP),DIV. OF URUS INDUSTRIAL CORP,256754,Koolatron Corporation,121787303,ON,5009433.0,201000.0
333958,VILLE DE SOREL-TRACY (RE: RIREST - STATERA),RE: RIREST - STATERA,142911,Ville de Sorel-Tracy,119411114,QC,5043398.0,150000.0
392324,Boys and Girls Clubs of Greater Halifax - Vanessa Burns Dir,Vanessa Burns Dir,66912,BOYS & GIRLS CLUBS OF GREATER HALIFAX,888650264,NS,5171200.0,17294.0
270192,St. Mary's University - Halifax,Halifax,21935,ST MARY'S UNIVERSITY,119188944,AB,5111082.0,61600.0
224494,COTE FIRST NATION - ANISHINABE NATIONS TREATY AUTHORITY,ANISHINABE NATIONS TREATY AUTHORITY,191472,COTE FIRST NATION,870690492,SK,5014597.0,149625.0
349301,Bird Studies Canada - Baillie Fund,Baillie Fund,176775,Bird Studies Canada,119024319,ON,5158292.35,1000.0
317900,City of Langley - Langley Christmas Bureau,Langley Christmas Bureau,100312,City of Langley,108078692,BC,5114341.69,40705.0
226623,TRANSFACTOR INDUSTRIES INC. - O/A REX POWER MAGNETICS,O/A REX POWER MAGNETICS,203327,Transfactor Industries Inc.,121255772,ON,4857310.0,279800.0
334645,City of Langley - Recreation Culture and Community,Recreation Culture and Community,100312,City of Langley,108078692,BC,5114341.69,20000.0
437131,Northwood Neighbourhood Services - OM for/pour Canadian And African Women Aid Program,OM for/pour Canadian And African Women Aid Program,66236,NORTHWOOD NEIGHBOURHOOD SERVICES,888240249,ON,4871919.0,255000.0
335916,CITY OF LANGLEY - RECREATION CULTURE AND COMMUNITY SERVICES,RECREATION CULTURE AND COMMUNITY SERVICES,100312,City of Langley,108078692,BC,5114341.69,6505.0
231786,St. Mary's University - St. Mary's University,St. Mary's University,21935,ST MARY'S UNIVERSITY,119188944,AB,5111082.0,8417.0
346148,Centre hospitalier universitaire de Québec (CHUQ),CHUQ,273344,Le Centre hospitalier universitaire de Québec,118925460,QC,4631611.0,484158.0
196342,Start Me Up Niagara - Church,Church,78317,START ME UP NIAGARA,896011715,ON,5090308.0,13685.0
437884,Canadian Organic Growers - Ottawa St Lawrence Outaouais Chapter/ Section d'Ottawa St Laurent Outaoua,Ottawa St Lawrence Outaouais Chapter/ Section d'Ottawa St Laurent Outaoua,28898,CANADIAN ORGANIC GROWERS INC,130140494,ON,4770133.0,329600.0
418189,Start Me Up Niagara - Out of the Cold,Out of the Cold,78317,START ME UP NIAGARA,896011715,ON,5090308.0,1237.0
300911,CENTRE JUSTICE ET FOI - RELATIONS,RELATIONS,16445,CENTRE JUSTICE ET FOI,119003952,QC,4938996.0,143671.0
433895,ALBERTA FISH AND GAME - MSL,MSL,1138,THE ALBERTA FISH AND GAME ASSOCIATION,106693351,AB,5034486.0,36445.0
108825,VOICE OF ENGLISH-SPEAKING QUÉBEC (V.E.Q.),V.E.Q.,153758,Voice of English-Speaking Québec,105556500,QC,1804845.0,3266000.0
217062,SHERIDAN COLLEGE (FINANCIAL SERVICES),FINANCIAL SERVICES,61633,SHERIDAN COLLEGE FOUNDATION,876773227,ON,4994157.0,70000.0
359774,(...) - Mission Trip,Mission Trip,306232,,132172628,MB,5047680.0,1000.0
403382,'...' - MILITIA DONATION,MILITIA DONATION,306232,,132172628,MB,5047680.0,900.0
191434,CORPORATION OF THE TOWN OF OAKVILLE (THE) - OAKVILLE CENTRE FOR THE PERFORMING ARTS,OAKVILLE CENTRE FOR THE PERFORMING ARTS,203318,The Corporation of the Town of Oakville,121741456,ON,4699300.0,341503.0
235799,LES FORGES DE SOREL CIE - AKA: SOREL FORGE,AKA: SOREL FORGE,160695,Les Forges de Sorel Cie,862980802,QC,4990000.0,50000.0
210307,ST. THERESA POINT FIRST NATION - EDUCATION AUTHORITY,EDUCATION AUTHORITY,118342,St. Theresa Point First Nation,108042540,MB,4777722.0,242225.0
262024,"Cégep de Drummondville (Bédard, Marie-Ève)","Bédard, Marie-Ève",46061,Fondation du Cégep de Drummondville,836176362,QC,4777238.0,240000.0
254683,Global Spatial Technology Solutions Inc. (GSTS Inc.),GSTS Inc.,135841,Global Spatial Technology Solutions Inc.,842394876,NS,4736334.0,279642.0
226922,WTCW INC. - O/A WORLD TRADE CENTRE WINNIPEG,O/A WORLD TRADE CENTRE WINNIPEG,119764,WTCW Inc.,827009531,MB,4823144.0,178142.0
387845,TOWN OF NEW TECUMSETH (BEETON ARENA),BEETON ARENA,99735,The Corporation of the Town of New Tecumseth,106983752,ON,4992208.66,5000.0
330275,Sheridan College (Bursary Payout),Bursary Payout,61633,SHERIDAN COLLEGE FOUNDATION,876773227,ON,4994157.0,350.0
365109,Town of New Tecumseth (Museum on the Boyne),Museum on the Boyne,99735,The Corporation of the Town of New Tecumseth,106983752,ON,4992208.66,1275.0
317200,Carey Hall (Benefit of Needy Students),Benefit of Needy Students,11174,CAREY HALL,118838432,BC,4988365.0,3025.0
153044,Saskatchewan Institute of Applied Science and Technology (SIAST),SIAST,197692,Saskatchewan Institute of Applied Science and Technology,107957541,SK,578694.0,4410625.0
263407,Canadian Council of Muslim Women (CCMW),CCMW,91588,CANADIAN COUNCIL OF MUSLIM WOMEN,868337593,ON,4292366.0,689368.0
230952,Ontario Native Women's Association (ONWA),ONWA,41198,ONTARIO NATIVE WOMEN'S CHARITABLE FOUNDATION,815306113,ON,3503994.0,1469695.0
252397,St. Anthony Basin Resources Inc. (SABRI),SABRI,121921,St. Anthony Basin Resources Inc.,872492764,NL,4382828.41,589780.0
319025,JEWISH GENERAL HOSPITAL FOUNDATION (JGHFOU),JGHFOU,306353,JEWISH GENERAL HOSPITAL,104882304,,4469729.0,490500.0
162625,CORPORATION OF THE TOWN OF COLLINGWOOD - DOWNTOWN COLLINGWOOD BUSINESS IMPROVEMENT AREA (BIA) BOARD,DOWNTOWN COLLINGWOOD BUSINESS IMPROVEMENT AREA (BIA) BOARD,112026,CORPORATION OF THE TOWN OF COLLINGWOOD,010812576,ON,4687438.0,242070.0
301887,Yukon First Nations Culture and Tourism Association (YFNCT),YFNCT,110030,YUKON FIRST NATIONS CULTURE AND TOURISM ASSOCIATION,895229631,YT,4086906.0,842000.0
103992,Centre St-Pierre (CSP),CSP,145,CENTRE ST-PIERRE,100878123,QC,4720240.0,199892.0
110200,COLLEGE OF PIPING AND CELTIC PERFORMING ARTS OF CANADA INC. (THE),THE,26985,THE COLLEGE OF PIPING AND CELTIC PERFORMING ARTS OF CANADA INC.,124138520,PE,1547890.0,3362880.0
419297,Pacific Academy (Note),Note,69254,PACIFIC ACADEMY FOUNDATION,889832176,BC,4883028.0,20000.0
439059,Canadian Organic Growers - Perth Waterloo Wellington Chapter c/o Canadian Organic Growers Inc.,Perth Waterloo Wellington Chapter c/o Canadian Organic Growers Inc.,28898,CANADIAN ORGANIC GROWERS INC,130140494,ON,4770133.0,130000.0
416220,Vancouver East Cultural Centre (The Clutch),The Clutch,24959,THE VANCOUVER EAST CULTURAL CENTRE,119281574,BC,4889292.0,3500.0
282075,South Okanagan Women in Need Society (SOWINS),SOWINS,28721,SOUTH OKANAGAN WOMEN IN NEED SOCIETY,129987665,BC,2749595.0,2135612.3
108352,GROUPE COMMUNAUTAIRE L'ITINÉRAIRE (LE) - L'ITINÉRAIRE,L'ITINÉRAIRE,34199,Le groupe communautaire L'Itinéraire,136484219,QC,2645991.0,2231167.75
112844,DOWNHOME PUBLISHING INC. - DOWNHOME,DOWNHOME,109292,DOWNHOME PUBLISHING INC.,117215368,NL,3484873.0,1354302.35
439765,Canadian Organic Growers - Essex/Kent/Lambton Chapter c/o Canadian Organic Growers Inc.,Essex/Kent/Lambton Chapter c/o Canadian Organic Growers Inc.,28898,CANADIAN ORGANIC GROWERS INC,130140494,ON,4770133.0,39600.0
310404,ACADIA DIVINITY COLLEGE - 0342899-20,0342899-20,9204,ACADIA DIVINITY COLLEGE,118776723,NS,4800431.0,3250.0
